player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,rad_win
Shadow Demon,Enigma,Drow Ranger,Bane,Arc Warden,Tidehunter,Pugna,Ancient Apparition,Treant Protector,Leshrac,True
Sniper,Sven,Axe,Luna,Monkey King,Bristleback,Razor,Invoker,Juggernaut,Death Prophet,True
Chen,Warlock,Viper,Alchemist,Leshrac,Visage,Techies,Phoenix,Vengeful Spirit,Nyx Assassin,True
Morphling,Rubick,Invoker,Axe,Lifestealer,Sniper,Clinkz,Disruptor,Juggernaut,Legion Commander,False
Venomancer,Razor,Kunkka,Abaddon,Slark,Wraith King,Gyrocopter,Sniper,Morphling,Invoker,False
Silencer,Phantom Lancer,Nyx Assassin,Shadow Shaman,Skywrath Mage,Templar Assassin,Night Stalker,Lion,Omniknight,Centaur Warrunner,False
Pudge,Drow Ranger,Anti-Mage,Juggernaut,Ursa,Lion,Slark,Bounty Hunter,Techies,Legion Commander,True
Omniknight,Luna,Meepo,Invoker,Kunkka,Phantom Assassin,Silencer,Shadow Fiend,Pudge,Tidehunter,True
Terrorblade,Troll Warlord,Drow Ranger,Lone Druid,Lina,Nyx Assassin,Templar Assassin,Chaos Knight,Storm Spirit,Phantom Assassin,True
Crystal Maiden,Storm Spirit,Anti-Mage,Undying,Necrophos,Pudge,Juggernaut,Outworld Devourer,Timbersaw,Invoker,True
Lina,Legion Commander,Ogre Magi,Terrorblade,Nature's Prophet,Necrophos,Alchemist,Luna,Windranger,Oracle,True
Clinkz,Tiny,Windranger,Legion Commander,Lina,Witch Doctor,Dark Seer,Pugna,Keeper of the Light,Drow Ranger,True
Terrorblade,Slark,Phantom Lancer,Winter Wyvern,Crystal Maiden,Lich,Clinkz,Axe,Weaver,Phantom Assassin,True
Ember Spirit,Necrophos,Bane,Zeus,Chen,Keeper of the Light,Razor,Omniknight,Brewmaster,Ancient Apparition,True
Beastmaster,Tidehunter,Crystal Maiden,Skywrath Mage,Drow Ranger,Pudge,Mirana,Night Stalker,Clockwerk,Ember Spirit,True
Windranger,Viper,Broodmother,Kunkka,Nature's Prophet,Wraith King,Necrophos,Riki,Ogre Magi,Puck,False
Spirit Breaker,Legion Commander,Ursa,Lion,Alchemist,Centaur Warrunner,Monkey King,Bristleback,Naga Siren,Storm Spirit,True
Bristleback,Slark,Chen,Phoenix,Earthshaker,Phantom Assassin,Vengeful Spirit,Drow Ranger,Death Prophet,Mirana,True
Clinkz,Queen of Pain,Pudge,Witch Doctor,Bristleback,Chaos Knight,Slardar,Zeus,Anti-Mage,Shadow Fiend,True
Centaur Warrunner,Huskar,Ogre Magi,Enigma,Bounty Hunter,Nyx Assassin,Anti-Mage,Queen of Pain,Wraith King,Visage,True
Tidehunter,Ancient Apparition,Outworld Devourer,Visage,Storm Spirit,Luna,Troll Warlord,Omniknight,Nature's Prophet,Drow Ranger,False
Terrorblade,Drow Ranger,Queen of Pain,Nature's Prophet,Luna,Tidehunter,Winter Wyvern,Morphling,Monkey King,Io,True
Invoker,Pudge,Juggernaut,Tusk,Sniper,Crystal Maiden,Night Stalker,Bloodseeker,Outworld Devourer,Slark,True
Io,Wraith King,Centaur Warrunner,Pudge,Drow Ranger,Tiny,Sniper,Riki,Tinker,Monkey King,False
Axe,Phoenix,Gyrocopter,Enigma,Slark,Luna,Drow Ranger,Wraith King,Silencer,Anti-Mage,True
Templar Assassin,Luna,Legion Commander,Vengeful Spirit,Drow Ranger,Outworld Devourer,Monkey King,Spectre,Death Prophet,Tidehunter,True
Viper,Phantom Assassin,Tinker,Sven,Tidehunter,Axe,Invoker,Dragon Knight,Juggernaut,Bristleback,False
Magnus,Nature's Prophet,Dragon Knight,Huskar,Dazzle,Terrorblade,Storm Spirit,Earthshaker,Kunkka,Pudge,True
Tusk,Chaos Knight,Spirit Breaker,Earth Spirit,Pudge,Elder Titan,Tiny,Drow Ranger,Slardar,Dragon Knight,True
Kunkka,Zeus,Beastmaster,Tiny,Queen of Pain,Dragon Knight,Shadow Demon,Lich,Underlord,Vengeful Spirit,True
Silencer,Axe,Arc Warden,Io,Beastmaster,Bloodseeker,Disruptor,Phantom Assassin,Alchemist,Windranger,False
Night Stalker,Faceless Void,Arc Warden,Bristleback,Batrider,Wraith King,Legion Commander,Bounty Hunter,Elder Titan,Phantom Assassin,True
Timbersaw,Pugna,Kunkka,Outworld Devourer,Lone Druid,Terrorblade,Weaver,Meepo,Tidehunter,Leshrac,False
Shadow Fiend,Bloodseeker,Clinkz,Tiny,Pudge,Luna,Spirit Breaker,Undying,Terrorblade,Faceless Void,False
Lich,Tusk,Doom,Slark,Invoker,Weaver,Crystal Maiden,Bristleback,Juggernaut,Alchemist,False
Arc Warden,Timbersaw,Techies,Lina,Winter Wyvern,Keeper of the Light,Pugna,Abaddon,Tinker,Kunkka,False
Weaver,Wraith King,Abaddon,Nature's Prophet,Drow Ranger,Monkey King,Terrorblade,Chen,Ancient Apparition,Dragon Knight,True
Kunkka,Spirit Breaker,Shadow Shaman,Sven,Magnus,Chen,Techies,Meepo,Io,Earth Spirit,True
Phantom Assassin,Tusk,Slark,Witch Doctor,Shadow Fiend,Earthshaker,Legion Commander,Invoker,Venomancer,Nyx Assassin,True
Wraith King,Keeper of the Light,Venomancer,Witch Doctor,Monkey King,Bloodseeker,Alchemist,Broodmother,Lycan,Warlock,False
Lich,Pugna,Monkey King,Spirit Breaker,Clockwerk,Luna,Necrophos,Legion Commander,Faceless Void,Skywrath Mage,False
Crystal Maiden,Lycan,Ember Spirit,Centaur Warrunner,Silencer,Bloodseeker,Timbersaw,Tidehunter,Jakiro,Pugna,True
Lifestealer,Troll Warlord,Slark,Spirit Breaker,Witch Doctor,Storm Spirit,Chaos Knight,Warlock,Omniknight,Shadow Shaman,False
Bloodseeker,Slardar,Tinker,Necrophos,Lifestealer,Timbersaw,Elder Titan,Anti-Mage,Warlock,Axe,True
Lion,Axe,Outworld Devourer,Underlord,Sand King,Io,Lina,Bane,Lifestealer,Windranger,True
Outworld Devourer,Juggernaut,Sniper,Bane,Clinkz,Lina,Shadow Demon,Viper,Faceless Void,Venomancer,True
Lina,Dark Seer,Brewmaster,Oracle,Juggernaut,Lifestealer,Omniknight,Elder Titan,Shadow Shaman,Undying,True
Weaver,Techies,Oracle,Crystal Maiden,Phantom Lancer,Undying,Shadow Demon,Dark Seer,Tinker,Dragon Knight,True
Medusa,Omniknight,Enigma,Arc Warden,Zeus,Treant Protector,Bloodseeker,Rubick,Phantom Assassin,Shadow Fiend,True
Phantom Assassin,Morphling,Pugna,Necrophos,Sven,Nature's Prophet,Earthshaker,Lifestealer,Rubick,Invoker,True
Wraith King,Riki,Anti-Mage,Sniper,Viper,Axe,Invoker,Zeus,Necrophos,Phantom Assassin,True
Mirana,Underlord,Oracle,Phantom Lancer,Dazzle,Lone Druid,Monkey King,Riki,Winter Wyvern,Silencer,True
Kunkka,Visage,Riki,Dragon Knight,Invoker,Juggernaut,Sniper,Phantom Assassin,Jakiro,Drow Ranger,False
Doom,Timbersaw,Nyx Assassin,Windranger,Spirit Breaker,Witch Doctor,Death Prophet,Underlord,Ancient Apparition,Chaos Knight,False
Sand King,Vengeful Spirit,Tinker,Beastmaster,Gyrocopter,Oracle,Treant Protector,Queen of Pain,Anti-Mage,Meepo,True
Enigma,Lion,Pugna,Lycan,Queen of Pain,Lina,Rubick,Elder Titan,Bloodseeker,Timbersaw,True
Wraith King,Naga Siren,Ancient Apparition,Lion,Sniper,Omniknight,Anti-Mage,Legion Commander,Viper,Alchemist,False
Chaos Knight,Silencer,Bane,Pudge,Shadow Fiend,Slark,Witch Doctor,Vengeful Spirit,Tiny,Meepo,False
Kunkka,Zeus,Juggernaut,Ogre Magi,Arc Warden,Warlock,Death Prophet,Bloodseeker,Nature's Prophet,Keeper of the Light,False
Kunkka,Morphling,Silencer,Nature's Prophet,Luna,Nyx Assassin,Naga Siren,Pudge,Tinker,Chen,False
Medusa,Nyx Assassin,Legion Commander,Mirana,Ursa,Windranger,Templar Assassin,Necrophos,Phantom Assassin,Pudge,False
Lich,Juggernaut,Nyx Assassin,Death Prophet,Magnus,Kunkka,Sven,Shadow Fiend,Pudge,Skywrath Mage,False
Shadow Fiend,Venomancer,Mirana,Chen,Earth Spirit,Brewmaster,Tiny,Legion Commander,Omniknight,Treant Protector,True
Vengeful Spirit,Undying,Spectre,Tiny,Phantom Lancer,Lifestealer,Morphling,Abaddon,Keeper of the Light,Broodmother,False
Phantom Lancer,Bristleback,Viper,Chaos Knight,Lina,Leshrac,Huskar,Luna,Axe,Necrophos,True
Tinker,Storm Spirit,Phoenix,Clinkz,Outworld Devourer,Clockwerk,Chaos Knight,Beastmaster,Spectre,Naga Siren,True
Clinkz,Tiny,Ancient Apparition,Tidehunter,Vengeful Spirit,Earthshaker,Slardar,Templar Assassin,Crystal Maiden,Phantom Assassin,True
Silencer,Undying,Razor,Phantom Assassin,Sand King,Doom,Monkey King,Venomancer,Bloodseeker,Queen of Pain,False
Weaver,Zeus,Shadow Fiend,Bristleback,Lion,Phantom Assassin,Legion Commander,Ogre Magi,Witch Doctor,Juggernaut,True
Bloodseeker,Bounty Hunter,Ember Spirit,Wraith King,Leshrac,Venomancer,Weaver,Huskar,Lone Druid,Slark,False
Juggernaut,Legion Commander,Jakiro,Dragon Knight,Outworld Devourer,Medusa,Clinkz,Lina,Centaur Warrunner,Bounty Hunter,True
Invoker,Underlord,Bloodseeker,Troll Warlord,Dragon Knight,Death Prophet,Slardar,Doom,Ember Spirit,Medusa,True
Nature's Prophet,Anti-Mage,Timbersaw,Bane,Shadow Fiend,Kunkka,Weaver,Tinker,Lina,Monkey King,True
Timbersaw,Batrider,Venomancer,Tinker,Shadow Fiend,Broodmother,Shadow Shaman,Bloodseeker,Axe,Troll Warlord,False
Warlock,Tiny,Spirit Breaker,Medusa,Troll Warlord,Keeper of the Light,Gyrocopter,Timbersaw,Phantom Lancer,Mirana,True
Alchemist,Juggernaut,Pugna,Earth Spirit,Bristleback,Silencer,Riki,Arc Warden,Night Stalker,Ogre Magi,False
Shadow Fiend,Medusa,Anti-Mage,Lich,Ogre Magi,Outworld Devourer,Silencer,Dragon Knight,Nyx Assassin,Pudge,True
Gyrocopter,Windranger,Templar Assassin,Winter Wyvern,Enigma,Puck,Anti-Mage,Arc Warden,Earthshaker,Alchemist,True
Storm Spirit,Juggernaut,Gyrocopter,Lina,Necrophos,Dazzle,Winter Wyvern,Shadow Demon,Meepo,Enigma,True
Gyrocopter,Timbersaw,Slardar,Treant Protector,Winter Wyvern,Mirana,Drow Ranger,Legion Commander,Lone Druid,Juggernaut,False
Techies,Troll Warlord,Morphling,Centaur Warrunner,Monkey King,Elder Titan,Io,Enchantress,Huskar,Clinkz,True
Razor,Enigma,Bristleback,Lone Druid,Queen of Pain,Phantom Assassin,Keeper of the Light,Meepo,Chaos Knight,Tidehunter,True
Lone Druid,Abaddon,Beastmaster,Vengeful Spirit,Luna,Outworld Devourer,Oracle,Ogre Magi,Pugna,Puck,True
Undying,Viper,Luna,Phantom Assassin,Spirit Breaker,Phoenix,Ursa,Oracle,Slark,Dark Seer,True
Razor,Tusk,Queen of Pain,Leshrac,Pugna,Elder Titan,Pudge,Shadow Shaman,Centaur Warrunner,Dark Seer,True
Outworld Devourer,Troll Warlord,Clockwerk,Riki,Luna,Death Prophet,Nyx Assassin,Alchemist,Tinker,Earthshaker,True
Keeper of the Light,Wraith King,Ursa,Kunkka,Puck,Necrophos,Lifestealer,Lina,Templar Assassin,Io,True
Enigma,Pugna,Vengeful Spirit,Jakiro,Lycan,Anti-Mage,Oracle,Treant Protector,Phoenix,Weaver,True
Oracle,Lich,Centaur Warrunner,Winter Wyvern,Phantom Lancer,Abaddon,Luna,Razor,Underlord,Undying,True
Leshrac,Underlord,Visage,Templar Assassin,Disruptor,Vengeful Spirit,Queen of Pain,Spectre,Nyx Assassin,Broodmother,True
Earthshaker,Legion Commander,Dark Seer,Chen,Spirit Breaker,Shadow Fiend,Alchemist,Axe,Pudge,Clockwerk,True
Outworld Devourer,Undying,Naga Siren,Weaver,Shadow Shaman,Bloodseeker,Enigma,Io,Windranger,Elder Titan,True
Venomancer,Slardar,Alchemist,Invoker,Axe,Undying,Keeper of the Light,Wraith King,Legion Commander,Huskar,False
Pudge,Ogre Magi,Ember Spirit,Gyrocopter,Nature's Prophet,Ancient Apparition,Underlord,Legion Commander,Lifestealer,Sniper,False
Death Prophet,Elder Titan,Slark,Tiny,Ogre Magi,Viper,Leshrac,Sven,Riki,Venomancer,True
Doom,Weaver,Undying,Timbersaw,Sniper,Treant Protector,Dragon Knight,Brewmaster,Enchantress,Lion,False
Huskar,Bane,Nyx Assassin,Storm Spirit,Drow Ranger,Viper,Outworld Devourer,Naga Siren,Centaur Warrunner,Bristleback,True
Kunkka,Techies,Gyrocopter,Dark Seer,Morphling,Centaur Warrunner,Brewmaster,Windranger,Alchemist,Juggernaut,True
Broodmother,Disruptor,Venomancer,Chaos Knight,Timbersaw,Invoker,Spirit Breaker,Phantom Assassin,Tiny,Warlock,True
Troll Warlord,Phantom Assassin,Sand King,Drow Ranger,Sven,Ember Spirit,Razor,Spirit Breaker,Night Stalker,Vengeful Spirit,True
Death Prophet,Lifestealer,Doom,Ember Spirit,Bounty Hunter,Shadow Fiend,Chen,Dragon Knight,Dark Seer,Huskar,True
Tidehunter,Drow Ranger,Morphling,Razor,Viper,Phantom Assassin,Lifestealer,Earthshaker,Outworld Devourer,Lycan,False
Dragon Knight,Ogre Magi,Huskar,Disruptor,Treant Protector,Queen of Pain,Shadow Demon,Skywrath Mage,Visage,Shadow Shaman,True
Centaur Warrunner,Axe,Tusk,Sniper,Bloodseeker,Keeper of the Light,Storm Spirit,Bristleback,Vengeful Spirit,Rubick,True
Timbersaw,Warlock,Troll Warlord,Drow Ranger,Tinker,Omniknight,Clockwerk,Dazzle,Faceless Void,Phantom Lancer,True
Terrorblade,Necrophos,Lich,Rubick,Monkey King,Huskar,Kunkka,Viper,Omniknight,Earthshaker,True
Faceless Void,Lifestealer,Razor,Oracle,Spirit Breaker,Lina,Mirana,Phantom Assassin,Sven,Phantom Lancer,False
Silencer,Enchantress,Necrophos,Omniknight,Phantom Assassin,Terrorblade,Storm Spirit,Monkey King,Pugna,Juggernaut,True
Tinker,Slardar,Magnus,Tiny,Dazzle,Broodmother,Treant Protector,Undying,Lina,Visage,False
Riki,Wraith King,Tinker,Shadow Fiend,Invoker,Spirit Breaker,Queen of Pain,Bounty Hunter,Slardar,Pudge,False
Witch Doctor,Bounty Hunter,Tiny,Vengeful Spirit,Luna,Bane,Undying,Juggernaut,Drow Ranger,Viper,True
Lone Druid,Lycan,Tidehunter,Keeper of the Light,Anti-Mage,Dragon Knight,Lich,Lion,Pugna,Rubick,True
Monkey King,Drow Ranger,Sniper,Slardar,Silencer,Medusa,Pudge,Anti-Mage,Riki,Necrophos,True
Slark,Windranger,Enchantress,Queen of Pain,Gyrocopter,Lion,Clinkz,Phantom Assassin,Ancient Apparition,Luna,False
Legion Commander,Chaos Knight,Riki,Bounty Hunter,Viper,Zeus,Windranger,Tusk,Ogre Magi,Ursa,True
Sniper,Doom,Viper,Oracle,Pudge,Troll Warlord,Windranger,Invoker,Drow Ranger,Earthshaker,False
Invoker,Drow Ranger,Axe,Lion,Zeus,Clinkz,Keeper of the Light,Dazzle,Phantom Assassin,Alchemist,False
Kunkka,Invoker,Nyx Assassin,Sand King,Dark Seer,Keeper of the Light,Pudge,Zeus,Warlock,Leshrac,True
Ogre Magi,Skywrath Mage,Kunkka,Bristleback,Monkey King,Disruptor,Spirit Breaker,Slark,Visage,Terrorblade,False
Nature's Prophet,Spirit Breaker,Arc Warden,Jakiro,Gyrocopter,Death Prophet,Naga Siren,Techies,Oracle,Invoker,True
Weaver,Dragon Knight,Earth Spirit,Ogre Magi,Phantom Assassin,Necrophos,Earthshaker,Bloodseeker,Windranger,Ember Spirit,False
Shadow Shaman,Huskar,Clinkz,Venomancer,Shadow Fiend,Sniper,Tiny,Bounty Hunter,Pugna,Razor,False
Broodmother,Underlord,Brewmaster,Enchantress,Naga Siren,Death Prophet,Nature's Prophet,Crystal Maiden,Enigma,Venomancer,False
Zeus,Underlord,Medusa,Pudge,Axe,Bane,Phantom Assassin,Spirit Breaker,Earthshaker,Phantom Lancer,True
Jakiro,Broodmother,Dragon Knight,Bloodseeker,Spirit Breaker,Queen of Pain,Crystal Maiden,Weaver,Windranger,Sven,False
Naga Siren,Timbersaw,Morphling,Bloodseeker,Spirit Breaker,Winter Wyvern,Monkey King,Gyrocopter,Clockwerk,Shadow Demon,True
Earthshaker,Batrider,Shadow Fiend,Slark,Clinkz,Lone Druid,Luna,Vengeful Spirit,Anti-Mage,Bristleback,True
Outworld Devourer,Silencer,Leshrac,Crystal Maiden,Invoker,Mirana,Pudge,Slark,Lycan,Morphling,True
Rubick,Magnus,Shadow Fiend,Legion Commander,Arc Warden,Morphling,Viper,Pudge,Sven,Lion,False
Earth Spirit,Underlord,Anti-Mage,Dazzle,Monkey King,Omniknight,Beastmaster,Alchemist,Necrophos,Nature's Prophet,True
Earthshaker,Phantom Assassin,Monkey King,Tinker,Ursa,Weaver,Sniper,Techies,Timbersaw,Bloodseeker,True
Nature's Prophet,Spirit Breaker,Ancient Apparition,Io,Outworld Devourer,Timbersaw,Lifestealer,Slardar,Chaos Knight,Faceless Void,False
Tinker,Phantom Assassin,Death Prophet,Clinkz,Night Stalker,Bounty Hunter,Sniper,Treant Protector,Axe,Wraith King,True
Shadow Fiend,Faceless Void,Earth Spirit,Nyx Assassin,Dark Seer,Sven,Spirit Breaker,Windranger,Disruptor,Templar Assassin,True
Clinkz,Magnus,Naga Siren,Beastmaster,Tinker,Sven,Sniper,Queen of Pain,Night Stalker,Meepo,True
Bounty Hunter,Axe,Invoker,Drow Ranger,Bloodseeker,Tiny,Lion,Razor,Sniper,Silencer,False
Storm Spirit,Magnus,Earth Spirit,Dragon Knight,Tusk,Tidehunter,Troll Warlord,Monkey King,Phantom Assassin,Shadow Fiend,True
Wraith King,Centaur Warrunner,Nature's Prophet,Necrophos,Meepo,Tidehunter,Techies,Warlock,Axe,Riki,True
Luna,Lone Druid,Beastmaster,Abaddon,Vengeful Spirit,Ogre Magi,Puck,Oracle,Outworld Devourer,Pugna,True
Ogre Magi,Sven,Medusa,Enigma,Tusk,Earth Spirit,Skywrath Mage,Shadow Demon,Silencer,Oracle,True
Enigma,Broodmother,Drow Ranger,Venomancer,Bloodseeker,Jakiro,Clinkz,Juggernaut,Tiny,Viper,True
Mirana,Batrider,Ancient Apparition,Disruptor,Winter Wyvern,Earthshaker,Zeus,Dragon Knight,Earth Spirit,Phantom Assassin,True
Anti-Mage,Techies,Juggernaut,Zeus,Mirana,Pudge,Troll Warlord,Lifestealer,Phoenix,Shadow Shaman,True
Morphling,Venomancer,Lion,Shadow Fiend,Doom,Disruptor,Sven,Templar Assassin,Axe,Skywrath Mage,True
Brewmaster,Winter Wyvern,Pudge,Windranger,Tiny,Ember Spirit,Crystal Maiden,Monkey King,Huskar,Spirit Breaker,False
Jakiro,Clinkz,Vengeful Spirit,Enchantress,Venomancer,Pudge,Drow Ranger,Tidehunter,Beastmaster,Keeper of the Light,True
Crystal Maiden,Morphling,Shadow Demon,Invoker,Pugna,Shadow Fiend,Bloodseeker,Silencer,Venomancer,Kunkka,False
Earth Spirit,Dragon Knight,Drow Ranger,Invoker,Shadow Demon,Disruptor,Zeus,Shadow Fiend,Nyx Assassin,Magnus,True
Ursa,Clockwerk,Storm Spirit,Weaver,Ember Spirit,Leshrac,Shadow Demon,Templar Assassin,Lycan,Dazzle,True
Anti-Mage,Batrider,Outworld Devourer,Bloodseeker,Lycan,Terrorblade,Timbersaw,Alchemist,Magnus,Legion Commander,True
Phantom Assassin,Bane,Doom,Weaver,Dark Seer,Tidehunter,Pudge,Earth Spirit,Underlord,Tusk,True
Bristleback,Queen of Pain,Dark Seer,Crystal Maiden,Bloodseeker,Phantom Assassin,Earthshaker,Zeus,Sniper,Slark,False
Troll Warlord,Leshrac,Kunkka,Drow Ranger,Night Stalker,Techies,Morphling,Puck,Razor,Anti-Mage,True
Lycan,Jakiro,Batrider,Viper,Io,Brewmaster,Beastmaster,Axe,Alchemist,Abaddon,True
Puck,Keeper of the Light,Terrorblade,Omniknight,Doom,Earth Spirit,Ember Spirit,Elder Titan,Oracle,Tidehunter,True
Sand King,Puck,Shadow Fiend,Witch Doctor,Alchemist,Shadow Demon,Chen,Bounty Hunter,Arc Warden,Lina,True
Legion Commander,Windranger,Faceless Void,Disruptor,Phantom Assassin,Naga Siren,Pudge,Ursa,Broodmother,Death Prophet,True
Sniper,Spectre,Monkey King,Mirana,Slark,Riki,Faceless Void,Phantom Assassin,Magnus,Spirit Breaker,False
Drow Ranger,Puck,Venomancer,Legion Commander,Vengeful Spirit,Meepo,Luna,Queen of Pain,Tiny,Alchemist,True
Silencer,Treant Protector,Weaver,Spirit Breaker,Windranger,Pugna,Ember Spirit,Doom,Shadow Fiend,Templar Assassin,True
Brewmaster,Morphling,Monkey King,Slardar,Tusk,Mirana,Arc Warden,Slark,Clinkz,Phoenix,True
Lion,Juggernaut,Shadow Fiend,Magnus,Naga Siren,Ursa,Warlock,Keeper of the Light,Faceless Void,Gyrocopter,False
Silencer,Sven,Riki,Pugna,Centaur Warrunner,Lion,Huskar,Techies,Arc Warden,Queen of Pain,True
Abaddon,Batrider,Sven,Underlord,Lifestealer,Venomancer,Treant Protector,Omniknight,Oracle,Dragon Knight,True
Enchantress,Terrorblade,Templar Assassin,Underlord,Troll Warlord,Nyx Assassin,Sniper,Venomancer,Keeper of the Light,Medusa,True
Visage,Shadow Fiend,Troll Warlord,Invoker,Lone Druid,Nyx Assassin,Rubick,Dazzle,Mirana,Silencer,True
Sven,Treant Protector,Juggernaut,Terrorblade,Jakiro,Sniper,Lich,Viper,Necrophos,Axe,False
Windranger,Morphling,Kunkka,Doom,Wraith King,Batrider,Sniper,Slark,Slardar,Luna,False
Leshrac,Monkey King,Lion,Bristleback,Templar Assassin,Dragon Knight,Elder Titan,Bounty Hunter,Visage,Rubick,True
Disruptor,Shadow Fiend,Chaos Knight,Dark Seer,Weaver,Magnus,Spirit Breaker,Skywrath Mage,Slark,Timbersaw,True
Legion Commander,Venomancer,Axe,Weaver,Clinkz,Necrophos,Tiny,Monkey King,Bristleback,Lifestealer,True
Drow Ranger,Io,Tiny,Storm Spirit,Invoker,Weaver,Batrider,Sand King,Luna,Troll Warlord,False
Troll Warlord,Queen of Pain,Earthshaker,Pudge,Legion Commander,Anti-Mage,Lion,Bloodseeker,Sniper,Lina,False
Mirana,Beastmaster,Nature's Prophet,Wraith King,Viper,Lich,Lion,Underlord,Tinker,Winter Wyvern,True
Gyrocopter,Skywrath Mage,Doom,Zeus,Clockwerk,Spirit Breaker,Night Stalker,Phantom Lancer,Alchemist,Brewmaster,True
Anti-Mage,Broodmother,Lifestealer,Tiny,Beastmaster,Bloodseeker,Techies,Tusk,Juggernaut,Drow Ranger,False
Monkey King,Troll Warlord,Naga Siren,Templar Assassin,Lifestealer,Chen,Pugna,Weaver,Lone Druid,Venomancer,True
Legion Commander,Brewmaster,Wraith King,Pudge,Centaur Warrunner,Bounty Hunter,Invoker,Death Prophet,Alchemist,Sven,False
Razor,Kunkka,Clinkz,Warlock,Dragon Knight,Dazzle,Sven,Juggernaut,Phantom Assassin,Chen,True
Jakiro,Night Stalker,Monkey King,Ursa,Windranger,Dark Seer,Necrophos,Viper,Tinker,Storm Spirit,True
Weaver,Medusa,Faceless Void,Tiny,Queen of Pain,Drow Ranger,Shadow Shaman,Templar Assassin,Puck,Lycan,False
Nature's Prophet,Pudge,Sven,Clinkz,Drow Ranger,Riki,Lina,Phantom Lancer,Dark Seer,Oracle,True
Tinker,Storm Spirit,Chaos Knight,Sniper,Razor,Crystal Maiden,Morphling,Warlock,Treant Protector,Tidehunter,True
Medusa,Nyx Assassin,Phantom Assassin,Ursa,Legion Commander,Lich,Morphling,Enchantress,Sand King,Riki,True
Puck,Meepo,Pugna,Shadow Demon,Timbersaw,Venomancer,Sniper,Wraith King,Gyrocopter,Bristleback,False
Slark,Shadow Demon,Skywrath Mage,Lion,Spectre,Chen,Lich,Sven,Shadow Fiend,Axe,False
Tinker,Tidehunter,Clinkz,Lifestealer,Wraith King,Keeper of the Light,Ursa,Lina,Pudge,Monkey King,False
Ogre Magi,Centaur Warrunner,Witch Doctor,Disruptor,Necrophos,Broodmother,Huskar,Spirit Breaker,Riki,Queen of Pain,True
Underlord,Vengeful Spirit,Queen of Pain,Keeper of the Light,Broodmother,Spirit Breaker,Nyx Assassin,Tiny,Ursa,Anti-Mage,False
Broodmother,Enchantress,Axe,Bounty Hunter,Jakiro,Zeus,Medusa,Lifestealer,Techies,Chen,True
Queen of Pain,Tinker,Luna,Alchemist,Viper,Riki,Tidehunter,Abaddon,Chaos Knight,Drow Ranger,True
Nature's Prophet,Axe,Techies,Bane,Razor,Brewmaster,Pudge,Treant Protector,Elder Titan,Earthshaker,True
Arc Warden,Medusa,Lich,Broodmother,Jakiro,Magnus,Sand King,Silencer,Ember Spirit,Earthshaker,False
Kunkka,Tinker,Bounty Hunter,Earth Spirit,Visage,Pugna,Witch Doctor,Skywrath Mage,Io,Riki,True
Anti-Mage,Shadow Fiend,Tidehunter,Treant Protector,Pudge,Silencer,Nyx Assassin,Necrophos,Viper,Tusk,True
Warlock,Mirana,Magnus,Queen of Pain,Phantom Assassin,Gyrocopter,Slardar,Juggernaut,Templar Assassin,Ursa,True
Clockwerk,Lifestealer,Lion,Phantom Assassin,Wraith King,Monkey King,Enigma,Viper,Underlord,Sniper,True
Lifestealer,Weaver,Enigma,Naga Siren,Ogre Magi,Faceless Void,Monkey King,Zeus,Centaur Warrunner,Spirit Breaker,False
Sven,Silencer,Puck,Undying,Legion Commander,Broodmother,Io,Invoker,Visage,Nature's Prophet,True
Dragon Knight,Io,Bristleback,Rubick,Kunkka,Ursa,Underlord,Enigma,Leshrac,Clinkz,False
Templar Assassin,Bounty Hunter,Meepo,Riki,Tidehunter,Sand King,Timbersaw,Slardar,Magnus,Warlock,False
Enchantress,Spirit Breaker,Venomancer,Luna,Monkey King,Phantom Assassin,Nature's Prophet,Earth Spirit,Earthshaker,Invoker,True
Earthshaker,Death Prophet,Luna,Pudge,Phantom Assassin,Lycan,Necrophos,Legion Commander,Bloodseeker,Sniper,False
Naga Siren,Io,Gyrocopter,Alchemist,Phoenix,Enigma,Queen of Pain,Axe,Clinkz,Doom,False
Ember Spirit,Lycan,Anti-Mage,Earthshaker,Underlord,Wraith King,Timbersaw,Doom,Io,Drow Ranger,True
Monkey King,Crystal Maiden,Juggernaut,Shadow Shaman,Arc Warden,Ursa,Nyx Assassin,Invoker,Phantom Assassin,Sniper,True
Wraith King,Necrophos,Queen of Pain,Meepo,Anti-Mage,Terrorblade,Warlock,Earth Spirit,Batrider,Morphling,True
Night Stalker,Terrorblade,Weaver,Mirana,Sand King,Nature's Prophet,Dragon Knight,Tiny,Bristleback,Anti-Mage,True
Skywrath Mage,Phantom Assassin,Doom,Spirit Breaker,Lich,Nature's Prophet,Lone Druid,Drow Ranger,Legion Commander,Axe,True
Nature's Prophet,Queen of Pain,Phoenix,Terrorblade,Lycan,Vengeful Spirit,Dragon Knight,Juggernaut,Enigma,Spirit Breaker,True
Bloodseeker,Queen of Pain,Axe,Nyx Assassin,Spirit Breaker,Shadow Fiend,Lina,Phantom Assassin,Bristleback,Invoker,True
Nature's Prophet,Chen,Puck,Razor,Drow Ranger,Timbersaw,Dragon Knight,Monkey King,Earthshaker,Axe,True
