player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,rad_win
Bloodseeker,Windranger,Anti-Mage,Drow Ranger,Clinkz,Slark,Magnus,Necrophos,Juggernaut,Vengeful Spirit,True
Chaos Knight,Bristleback,Timbersaw,Bloodseeker,Windranger,Magnus,Beastmaster,Ogre Magi,Phantom Assassin,Luna,True
Slardar,Kunkka,Bristleback,Ancient Apparition,Spectre,Clinkz,Magnus,Spirit Breaker,Enchantress,Silencer,True
Pugna,Clockwerk,Centaur Warrunner,Venomancer,Templar Assassin,Lion,Visage,Nature's Prophet,Tidehunter,Axe,True
Slark,Kunkka,Skywrath Mage,Lich,Legion Commander,Bloodseeker,Crystal Maiden,Timbersaw,Anti-Mage,Lifestealer,True
Tiny,Bloodseeker,Clinkz,Nyx Assassin,Shadow Shaman,Tidehunter,Treant Protector,Windranger,Anti-Mage,Dragon Knight,False
Drow Ranger,Pudge,Batrider,Riki,Pugna,Alchemist,Zeus,Troll Warlord,Ursa,Weaver,True
Wraith King,Faceless Void,Clinkz,Tusk,Troll Warlord,Lifestealer,Drow Ranger,Meepo,Ember Spirit,Templar Assassin,True
Phoenix,Spectre,Nature's Prophet,Brewmaster,Naga Siren,Nyx Assassin,Keeper of the Light,Wraith King,Outworld Devourer,Viper,True
Windranger,Venomancer,Tinker,Leshrac,Batrider,Drow Ranger,Pugna,Phantom Lancer,Broodmother,Phantom Assassin,True
Monkey King,Luna,Drow Ranger,Naga Siren,Juggernaut,Slark,Bounty Hunter,Clockwerk,Ember Spirit,Visage,True
Wraith King,Huskar,Necrophos,Treant Protector,Lich,Warlock,Lina,Venomancer,Shadow Shaman,Legion Commander,False
Arc Warden,Jakiro,Leshrac,Windranger,Nature's Prophet,Tidehunter,Phantom Assassin,Terrorblade,Medusa,Naga Siren,True
Luna,Nature's Prophet,Spirit Breaker,Sven,Medusa,Dazzle,Invoker,Outworld Devourer,Monkey King,Morphling,True
Lina,Shadow Fiend,Phantom Assassin,Drow Ranger,Omniknight,Ogre Magi,Lion,Dragon Knight,Wraith King,Viper,True
Omniknight,Enchantress,Crystal Maiden,Medusa,Brewmaster,Bounty Hunter,Puck,Earth Spirit,Enigma,Chaos Knight,False
Abaddon,Pudge,Weaver,Rubick,Beastmaster,Kunkka,Mirana,Sven,Sand King,Shadow Fiend,True
Axe,Ursa,Troll Warlord,Alchemist,Techies,Broodmother,Winter Wyvern,Drow Ranger,Dragon Knight,Razor,False
Skywrath Mage,Clinkz,Legion Commander,Spirit Breaker,Gyrocopter,Earthshaker,Zeus,Weaver,Techies,Invoker,False
Tinker,Magnus,Venomancer,Juggernaut,Warlock,Oracle,Omniknight,Riki,Gyrocopter,Pudge,True
Axe,Leshrac,Keeper of the Light,Doom,Outworld Devourer,Tidehunter,Crystal Maiden,Skywrath Mage,Disruptor,Dazzle,True
Invoker,Bristleback,Bounty Hunter,Shadow Fiend,Luna,Necrophos,Disruptor,Enchantress,Outworld Devourer,Dragon Knight,False
Phantom Assassin,Legion Commander,Shadow Fiend,Huskar,Phantom Lancer,Chaos Knight,Monkey King,Faceless Void,Templar Assassin,Silencer,True
Kunkka,Chaos Knight,Bloodseeker,Shadow Shaman,Invoker,Drow Ranger,Magnus,Anti-Mage,Tinker,Phantom Assassin,False
Bounty Hunter,Monkey King,Io,Lion,Queen of Pain,Riki,Gyrocopter,Venomancer,Lone Druid,Viper,False
Night Stalker,Underlord,Axe,Huskar,Enigma,Elder Titan,Ancient Apparition,Disruptor,Lich,Sniper,True
Pugna,Enchantress,Alchemist,Lion,Drow Ranger,Legion Commander,Ursa,Techies,Troll Warlord,Nature's Prophet,True
Pudge,Anti-Mage,Gyrocopter,Axe,Phantom Assassin,Slark,Lina,Juggernaut,Drow Ranger,Sven,True
Pudge,Sniper,Invoker,Meepo,Earthshaker,Ember Spirit,Magnus,Riki,Shadow Fiend,Disruptor,True
Morphling,Wraith King,Leshrac,Slark,Anti-Mage,Shadow Fiend,Legion Commander,Visage,Witch Doctor,Treant Protector,False
Earthshaker,Pudge,Tidehunter,Legion Commander,Anti-Mage,Jakiro,Axe,Leshrac,Venomancer,Weaver,False
Slark,Faceless Void,Jakiro,Shadow Fiend,Kunkka,Clinkz,Legion Commander,Viper,Pudge,Storm Spirit,True
Magnus,Ancient Apparition,Terrorblade,Invoker,Earthshaker,Phantom Lancer,Pudge,Legion Commander,Zeus,Shadow Shaman,False
Crystal Maiden,Queen of Pain,Broodmother,Sven,Night Stalker,Faceless Void,Outworld Devourer,Lycan,Arc Warden,Leshrac,True
Viper,Pugna,Sniper,Drow Ranger,Dark Seer,Tidehunter,Lion,Keeper of the Light,Leshrac,Ogre Magi,True
Ancient Apparition,Necrophos,Monkey King,Wraith King,Techies,Kunkka,Phantom Lancer,Jakiro,Mirana,Keeper of the Light,True
Sniper,Legion Commander,Lich,Terrorblade,Warlock,Bloodseeker,Centaur Warrunner,Ember Spirit,Venomancer,Anti-Mage,False
Silencer,Luna,Shadow Fiend,Sven,Mirana,Clockwerk,Shadow Demon,Axe,Razor,Dark Seer,True
Zeus,Elder Titan,Legion Commander,Mirana,Sniper,Oracle,Naga Siren,Disruptor,Bristleback,Winter Wyvern,True
Queen of Pain,Rubick,Invoker,Ogre Magi,Dark Seer,Vengeful Spirit,Phantom Assassin,Nature's Prophet,Ancient Apparition,Death Prophet,False
Bane,Huskar,Slardar,Ember Spirit,Phantom Assassin,Winter Wyvern,Outworld Devourer,Meepo,Rubick,Witch Doctor,False
Kunkka,Shadow Fiend,Keeper of the Light,Timbersaw,Riki,Viper,Venomancer,Alchemist,Night Stalker,Sven,True
Morphling,Spectre,Lina,Axe,Nature's Prophet,Tidehunter,Drow Ranger,Io,Templar Assassin,Riki,True
Storm Spirit,Pudge,Venomancer,Lone Druid,Nature's Prophet,Faceless Void,Bloodseeker,Skywrath Mage,Sniper,Invoker,False
Luna,Beastmaster,Zeus,Alchemist,Sven,Io,Nature's Prophet,Pugna,Kunkka,Timbersaw,True
Kunkka,Crystal Maiden,Gyrocopter,Chen,Beastmaster,Dragon Knight,Tidehunter,Oracle,Dazzle,Magnus,True
Phoenix,Tiny,Treant Protector,Doom,Phantom Assassin,Sven,Puck,Anti-Mage,Pudge,Ogre Magi,True
Bloodseeker,Pudge,Omniknight,Slardar,Anti-Mage,Shadow Fiend,Riki,Sniper,Wraith King,Tidehunter,True
Windranger,Outworld Devourer,Viper,Legion Commander,Lifestealer,Spirit Breaker,Phantom Assassin,Nature's Prophet,Omniknight,Treant Protector,False
Spirit Breaker,Invoker,Omniknight,Juggernaut,Faceless Void,Huskar,Enigma,Tidehunter,Bristleback,Phantom Assassin,True
Lifestealer,Viper,Ursa,Tusk,Undying,Slark,Bloodseeker,Crystal Maiden,Legion Commander,Zeus,True
Rubick,Juggernaut,Medusa,Mirana,Tidehunter,Sniper,Shadow Demon,Enchantress,Nature's Prophet,Luna,False
Drow Ranger,Huskar,Sniper,Axe,Bloodseeker,Phantom Assassin,Ursa,Death Prophet,Riki,Clinkz,True
Vengeful Spirit,Queen of Pain,Puck,Legion Commander,Juggernaut,Nature's Prophet,Pugna,Dazzle,Huskar,Spirit Breaker,False
Earth Spirit,Terrorblade,Viper,Leshrac,Timbersaw,Visage,Huskar,Shadow Fiend,Pugna,Vengeful Spirit,False
Legion Commander,Slark,Disruptor,Nature's Prophet,Brewmaster,Necrophos,Lion,Bloodseeker,Timbersaw,Phantom Assassin,False
Silencer,Outworld Devourer,Earthshaker,Legion Commander,Spirit Breaker,Broodmother,Faceless Void,Ember Spirit,Invoker,Bounty Hunter,True
Luna,Juggernaut,Nyx Assassin,Lion,Gyrocopter,Crystal Maiden,Chaos Knight,Nature's Prophet,Invoker,Spirit Breaker,True
Doom,Monkey King,Tidehunter,Bloodseeker,Earthshaker,Juggernaut,Beastmaster,Storm Spirit,Weaver,Slark,True
Dazzle,Dragon Knight,Omniknight,Slark,Ogre Magi,Viper,Techies,Monkey King,Sand King,Magnus,True
Venomancer,Outworld Devourer,Broodmother,Weaver,Lifestealer,Axe,Wraith King,Witch Doctor,Centaur Warrunner,Faceless Void,False
Bounty Hunter,Necrophos,Underlord,Huskar,Winter Wyvern,Abaddon,Weaver,Shadow Fiend,Clinkz,Bane,True
Invoker,Ursa,Pudge,Phantom Assassin,Vengeful Spirit,Timbersaw,Venomancer,Riki,Bloodseeker,Zeus,False
Troll Warlord,Axe,Mirana,Necrophos,Pudge,Lion,Sniper,Clinkz,Kunkka,Slark,True
Drow Ranger,Beastmaster,Underlord,Nature's Prophet,Invoker,Nyx Assassin,Clockwerk,Centaur Warrunner,Winter Wyvern,Omniknight,True
Phantom Assassin,Morphling,Phantom Lancer,Lion,Death Prophet,Sven,Clinkz,Puck,Sniper,Sand King,False
Riki,Phantom Assassin,Vengeful Spirit,Keeper of the Light,Earthshaker,Elder Titan,Mirana,Magnus,Axe,Pudge,True
Kunkka,Nature's Prophet,Meepo,Juggernaut,Visage,Morphling,Pudge,Beastmaster,Disruptor,Shadow Demon,True
Ember Spirit,Nature's Prophet,Phoenix,Kunkka,Lina,Venomancer,Spectre,Bloodseeker,Phantom Assassin,Lion,False
Dark Seer,Spirit Breaker,Sand King,Outworld Devourer,Gyrocopter,Doom,Shadow Demon,Necrophos,Drow Ranger,Lina,True
Underlord,Lycan,Nature's Prophet,Chaos Knight,Leshrac,Visage,Viper,Silencer,Treant Protector,Drow Ranger,True
Centaur Warrunner,Troll Warlord,Drow Ranger,Phantom Lancer,Abaddon,Storm Spirit,Luna,Jakiro,Meepo,Pugna,True
Tidehunter,Winter Wyvern,Crystal Maiden,Sven,Juggernaut,Kunkka,Nature's Prophet,Mirana,Pugna,Alchemist,False
Bristleback,Axe,Wraith King,Drow Ranger,Troll Warlord,Treant Protector,Leshrac,Morphling,Monkey King,Arc Warden,True
Troll Warlord,Slark,Weaver,Chaos Knight,Abaddon,Clockwerk,Luna,Sniper,Magnus,Undying,True
Tusk,Pudge,Rubick,Phantom Lancer,Sniper,Shadow Shaman,Bristleback,Huskar,Pugna,Invoker,True
Medusa,Mirana,Nature's Prophet,Enchantress,Storm Spirit,Bristleback,Alchemist,Riki,Oracle,Naga Siren,True
Nature's Prophet,Pugna,Beastmaster,Kunkka,Lina,Venomancer,Abaddon,Io,Tidehunter,Dragon Knight,True
Storm Spirit,Pugna,Timbersaw,Troll Warlord,Chaos Knight,Mirana,Sven,Monkey King,Drow Ranger,Disruptor,False
Phantom Assassin,Clinkz,Arc Warden,Viper,Terrorblade,Techies,Magnus,Dragon Knight,Beastmaster,Lone Druid,True
Ogre Magi,Kunkka,Bounty Hunter,Nature's Prophet,Dragon Knight,Techies,Meepo,Sven,Io,Ancient Apparition,True
Alchemist,Razor,Sand King,Medusa,Treant Protector,Juggernaut,Warlock,Elder Titan,Visage,Phantom Lancer,False
Lycan,Chaos Knight,Rubick,Bristleback,Jakiro,Sand King,Invoker,Earthshaker,Bloodseeker,Ancient Apparition,False
Necrophos,Phoenix,Clinkz,Phantom Assassin,Tinker,Underlord,Wraith King,Ogre Magi,Queen of Pain,Sniper,True
Slark,Slardar,Anti-Mage,Shadow Fiend,Axe,Shadow Shaman,Sven,Legion Commander,Pudge,Bloodseeker,True
Phantom Assassin,Faceless Void,Storm Spirit,Riki,Rubick,Mirana,Winter Wyvern,Dazzle,Legion Commander,Nyx Assassin,True
Spirit Breaker,Ursa,Tiny,Riki,Phantom Assassin,Dragon Knight,Gyrocopter,Lifestealer,Naga Siren,Night Stalker,True
Tusk,Tiny,Omniknight,Necrophos,Legion Commander,Meepo,Alchemist,Riki,Disruptor,Leshrac,True
Lina,Necrophos,Centaur Warrunner,Axe,Windranger,Ursa,Faceless Void,Huskar,Shadow Shaman,Spectre,True
Omniknight,Vengeful Spirit,Magnus,Troll Warlord,Weaver,Ogre Magi,Venomancer,Enigma,Chaos Knight,Phantom Assassin,False
Riki,Phantom Lancer,Magnus,Beastmaster,Undying,Phoenix,Brewmaster,Sven,Clockwerk,Venomancer,False
Shadow Fiend,Spectre,Bloodseeker,Sand King,Centaur Warrunner,Visage,Morphling,Tusk,Zeus,Ogre Magi,True
Sniper,Skywrath Mage,Bristleback,Earthshaker,Tinker,Invoker,Gyrocopter,Juggernaut,Faceless Void,Shadow Fiend,True
Vengeful Spirit,Rubick,Luna,Drow Ranger,Slark,Timbersaw,Pugna,Chaos Knight,Abaddon,Enchantress,True
Skywrath Mage,Phantom Assassin,Bane,Morphling,Underlord,Brewmaster,Pudge,Broodmother,Axe,Phoenix,True
Windranger,Death Prophet,Axe,Viper,Anti-Mage,Ogre Magi,Luna,Ursa,Lion,Phantom Assassin,False
Skywrath Mage,Windranger,Phantom Assassin,Kunkka,Nature's Prophet,Winter Wyvern,Phantom Lancer,Ursa,Bristleback,Shadow Fiend,True
Huskar,Earth Spirit,Tiny,Ogre Magi,Chen,Skywrath Mage,Invoker,Keeper of the Light,Vengeful Spirit,Jakiro,False
Mirana,Luna,Pudge,Outworld Devourer,Riki,Night Stalker,Vengeful Spirit,Chen,Ogre Magi,Lina,True
Arc Warden,Faceless Void,Necrophos,Legion Commander,Earth Spirit,Puck,Pudge,Slardar,Monkey King,Anti-Mage,True
Luna,Sniper,Chaos Knight,Drow Ranger,Nature's Prophet,Beastmaster,Abaddon,Weaver,Mirana,Razor,True
Mirana,Bane,Winter Wyvern,Queen of Pain,Spirit Breaker,Windranger,Necrophos,Drow Ranger,Slark,Phantom Assassin,True
Jakiro,Silencer,Chaos Knight,Tidehunter,Beastmaster,Outworld Devourer,Warlock,Io,Dazzle,Chen,True
Riki,Windranger,Witch Doctor,Sand King,Phantom Lancer,Chaos Knight,Lifestealer,Necrophos,Night Stalker,Shadow Shaman,False
Phantom Lancer,Arc Warden,Bane,Spirit Breaker,Tusk,Axe,Ursa,Viper,Crystal Maiden,Bloodseeker,True
Luna,Sand King,Tiny,Lich,Night Stalker,Medusa,Wraith King,Dragon Knight,Outworld Devourer,Alchemist,True
Jakiro,Treant Protector,Death Prophet,Pugna,Phantom Assassin,Queen of Pain,Storm Spirit,Windranger,Silencer,Lycan,True
Enigma,Viper,Centaur Warrunner,Puck,Tusk,Earth Spirit,Vengeful Spirit,Nature's Prophet,Shadow Shaman,Beastmaster,False
Keeper of the Light,Earthshaker,Io,Dazzle,Axe,Chaos Knight,Nature's Prophet,Jakiro,Spirit Breaker,Kunkka,False
Broodmother,Luna,Nature's Prophet,Venomancer,Monkey King,Witch Doctor,Winter Wyvern,Nyx Assassin,Warlock,Timbersaw,True
Monkey King,Anti-Mage,Phantom Lancer,Legion Commander,Vengeful Spirit,Spirit Breaker,Chen,Underlord,Omniknight,Bristleback,False
Zeus,Mirana,Bane,Night Stalker,Razor,Medusa,Pugna,Bristleback,Ursa,Witch Doctor,False
Lina,Drow Ranger,Bane,Omniknight,Shadow Fiend,Vengeful Spirit,Lion,Axe,Witch Doctor,Weaver,True
Silencer,Viper,Juggernaut,Dragon Knight,Vengeful Spirit,Treant Protector,Lone Druid,Death Prophet,Timbersaw,Ursa,False
Nyx Assassin,Arc Warden,Lycan,Viper,Faceless Void,Slark,Disruptor,Legion Commander,Treant Protector,Weaver,True
Zeus,Slardar,Slark,Riki,Pudge,Shadow Shaman,Dazzle,Invoker,Bloodseeker,Nature's Prophet,True
Witch Doctor,Anti-Mage,Tinker,Zeus,Legion Commander,Sniper,Riki,Bloodseeker,Faceless Void,Elder Titan,False
Phantom Assassin,Troll Warlord,Invoker,Abaddon,Brewmaster,Juggernaut,Shadow Fiend,Ursa,Puck,Spectre,True
Enchantress,Viper,Dragon Knight,Bristleback,Zeus,Techies,Sniper,Phantom Assassin,Drow Ranger,Skywrath Mage,False
Legion Commander,Drow Ranger,Shadow Fiend,Dazzle,Faceless Void,Monkey King,Enigma,Sven,Lone Druid,Keeper of the Light,False
Spectre,Tiny,Clockwerk,Doom,Underlord,Phoenix,Kunkka,Ancient Apparition,Io,Lone Druid,True
Rubick,Zeus,Bloodseeker,Wraith King,Ancient Apparition,Sniper,Nature's Prophet,Keeper of the Light,Viper,Necrophos,False
Shadow Demon,Shadow Fiend,Queen of Pain,Doom,Lion,Phantom Assassin,Slark,Weaver,Luna,Axe,False
Faceless Void,Batrider,Spirit Breaker,Enigma,Slark,Earthshaker,Omniknight,Outworld Devourer,Luna,Keeper of the Light,True
Earth Spirit,Bloodseeker,Phantom Assassin,Broodmother,Death Prophet,Spectre,Morphling,Legion Commander,Shadow Demon,Gyrocopter,True
Venomancer,Lich,Pudge,Shadow Shaman,Meepo,Oracle,Ursa,Io,Riki,Visage,True
Vengeful Spirit,Winter Wyvern,Nature's Prophet,Templar Assassin,Venomancer,Lich,Axe,Windranger,Bane,Tidehunter,True
Treant Protector,Huskar,Storm Spirit,Juggernaut,Earthshaker,Spectre,Phantom Assassin,Queen of Pain,Legion Commander,Techies,True
Pugna,Lone Druid,Venomancer,Enigma,Jakiro,Ancient Apparition,Monkey King,Treant Protector,Timbersaw,Windranger,True
Windranger,Bloodseeker,Nature's Prophet,Necrophos,Witch Doctor,Spirit Breaker,Night Stalker,Crystal Maiden,Leshrac,Tusk,True
Lone Druid,Death Prophet,Luna,Shadow Fiend,Mirana,Tidehunter,Tusk,Bristleback,Outworld Devourer,Spirit Breaker,True
Io,Ember Spirit,Anti-Mage,Phantom Assassin,Warlock,Kunkka,Mirana,Ursa,Necrophos,Lion,False
Bane,Arc Warden,Underlord,Viper,Dazzle,Naga Siren,Spirit Breaker,Broodmother,Razor,Silencer,True
Bloodseeker,Viper,Ursa,Axe,Bristleback,Sniper,Juggernaut,Witch Doctor,Mirana,Luna,True
Viper,Broodmother,Phantom Assassin,Pudge,Earth Spirit,Queen of Pain,Bloodseeker,Templar Assassin,Magnus,Monkey King,False
Axe,Spirit Breaker,Bloodseeker,Troll Warlord,Abaddon,Rubick,Huskar,Alchemist,Death Prophet,Pudge,True
Huskar,Zeus,Bloodseeker,Pugna,Meepo,Ember Spirit,Tidehunter,Undying,Winter Wyvern,Sven,False
Lina,Bloodseeker,Drow Ranger,Enchantress,Troll Warlord,Pudge,Rubick,Spectre,Luna,Sniper,False
Death Prophet,Alchemist,Nature's Prophet,Tinker,Ancient Apparition,Anti-Mage,Bristleback,Kunkka,Outworld Devourer,Arc Warden,True
Vengeful Spirit,Viper,Phantom Assassin,Juggernaut,Wraith King,Shadow Shaman,Clinkz,Necrophos,Axe,Monkey King,False
Viper,Lifestealer,Ursa,Sven,Silencer,Clinkz,Spirit Breaker,Timbersaw,Meepo,Tusk,True
Brewmaster,Jakiro,Night Stalker,Zeus,Sven,Pudge,Lion,Sniper,Timbersaw,Juggernaut,True
Lone Druid,Slardar,Naga Siren,Zeus,Dazzle,Axe,Enchantress,Huskar,Ursa,Elder Titan,True
Pudge,Chaos Knight,Axe,Weaver,Anti-Mage,Meepo,Bloodseeker,Huskar,Sven,Viper,False
Death Prophet,Mirana,Sand King,Bristleback,Nature's Prophet,Spectre,Luna,Pugna,Ember Spirit,Naga Siren,False
Disruptor,Faceless Void,Riki,Troll Warlord,Axe,Drow Ranger,Ursa,Medusa,Broodmother,Earthshaker,False
Axe,Oracle,Monkey King,Tiny,Phantom Assassin,Razor,Lion,Windranger,Viper,Chaos Knight,False
Juggernaut,Enchantress,Kunkka,Shadow Shaman,Necrophos,Tiny,Spirit Breaker,Anti-Mage,Techies,Lone Druid,True
Bounty Hunter,Anti-Mage,Broodmother,Magnus,Dark Seer,Invoker,Axe,Earthshaker,Treant Protector,Slark,False
Bristleback,Chaos Knight,Lycan,Venomancer,Legion Commander,Warlock,Bane,Rubick,Mirana,Phantom Assassin,True
Alchemist,Nature's Prophet,Rubick,Shadow Fiend,Doom,Luna,Night Stalker,Batrider,Keeper of the Light,Tiny,False
Necrophos,Ember Spirit,Windranger,Spirit Breaker,Oracle,Alchemist,Meepo,Bane,Io,Puck,False
Earth Spirit,Tinker,Drow Ranger,Bane,Lycan,Riki,Broodmother,Invoker,Tidehunter,Luna,True
Crystal Maiden,Weaver,Ember Spirit,Kunkka,Bloodseeker,Tiny,Viper,Riki,Rubick,Faceless Void,False
Riki,Kunkka,Axe,Necrophos,Venomancer,Huskar,Phantom Lancer,Nyx Assassin,Earthshaker,Tinker,False
Kunkka,Omniknight,Silencer,Templar Assassin,Shadow Demon,Meepo,Tidehunter,Nyx Assassin,Bloodseeker,Naga Siren,True
Silencer,Kunkka,Pudge,Shadow Demon,Mirana,Nature's Prophet,Luna,Templar Assassin,Rubick,Timbersaw,False
Pudge,Rubick,Viper,Bloodseeker,Weaver,Spirit Breaker,Nature's Prophet,Slark,Necrophos,Templar Assassin,True
Weaver,Wraith King,Vengeful Spirit,Centaur Warrunner,Bane,Razor,Omniknight,Monkey King,Naga Siren,Shadow Fiend,True
Oracle,Slardar,Nature's Prophet,Witch Doctor,Alchemist,Bane,Rubick,Crystal Maiden,Puck,Clinkz,True
Tiny,Dragon Knight,Nature's Prophet,Pugna,Wraith King,Riki,Weaver,Huskar,Ogre Magi,Earth Spirit,True
Sven,Viper,Slark,Naga Siren,Shadow Fiend,Juggernaut,Dragon Knight,Death Prophet,Sniper,Wraith King,False
Zeus,Meepo,Troll Warlord,Vengeful Spirit,Windranger,Kunkka,Slark,Juggernaut,Invoker,Legion Commander,False
Shadow Fiend,Omniknight,Huskar,Riki,Phantom Assassin,Dragon Knight,Pudge,Tiny,Undying,Sniper,False
Clinkz,Venomancer,Ogre Magi,Anti-Mage,Ember Spirit,Tiny,Queen of Pain,Spirit Breaker,Juggernaut,Viper,False
Necrophos,Troll Warlord,Shadow Shaman,Windranger,Magnus,Invoker,Jakiro,Monkey King,Disruptor,Legion Commander,False
Underlord,Tiny,Lina,Bristleback,Luna,Broodmother,Disruptor,Dragon Knight,Phantom Assassin,Riki,False
Winter Wyvern,Lycan,Morphling,Medusa,Lion,Monkey King,Rubick,Anti-Mage,Spectre,Witch Doctor,True
Pugna,Vengeful Spirit,Bloodseeker,Shadow Shaman,Necrophos,Morphling,Ogre Magi,Zeus,Mirana,Monkey King,True
Slardar,Phantom Lancer,Mirana,Lycan,Shadow Shaman,Skywrath Mage,Phantom Assassin,Viper,Tusk,Juggernaut,False
Vengeful Spirit,Invoker,Windranger,Terrorblade,Magnus,Earthshaker,Underlord,Abaddon,Winter Wyvern,Beastmaster,False
Luna,Terrorblade,Legion Commander,Templar Assassin,Io,Bounty Hunter,Viper,Kunkka,Leshrac,Monkey King,True
Silencer,Necrophos,Axe,Lich,Earthshaker,Shadow Demon,Disruptor,Windranger,Bloodseeker,Legion Commander,False
Centaur Warrunner,Ursa,Tusk,Venomancer,Huskar,Lone Druid,Drow Ranger,Troll Warlord,Skywrath Mage,Pudge,False
Pudge,Naga Siren,Dark Seer,Bloodseeker,Wraith King,Rubick,Axe,Troll Warlord,Slardar,Batrider,True
Crystal Maiden,Shadow Fiend,Leshrac,Batrider,Spectre,Luna,Juggernaut,Chen,Alchemist,Riki,True
Storm Spirit,Beastmaster,Jakiro,Bloodseeker,Terrorblade,Shadow Shaman,Clockwerk,Weaver,Huskar,Bristleback,True
Centaur Warrunner,Oracle,Jakiro,Faceless Void,Tinker,Spirit Breaker,Invoker,Morphling,Shadow Fiend,Outworld Devourer,True
Lifestealer,Troll Warlord,Luna,Lone Druid,Elder Titan,Tidehunter,Skywrath Mage,Winter Wyvern,Warlock,Zeus,True
Weaver,Pugna,Invoker,Pudge,Bloodseeker,Zeus,Meepo,Lifestealer,Huskar,Sven,True
Pugna,Phoenix,Juggernaut,Sniper,Tidehunter,Clinkz,Centaur Warrunner,Slardar,Lina,Zeus,True
Slark,Axe,Crystal Maiden,Necrophos,Jakiro,Vengeful Spirit,Sand King,Earthshaker,Spectre,Arc Warden,True
Batrider,Shadow Shaman,Enigma,Storm Spirit,Tidehunter,Lifestealer,Drow Ranger,Underlord,Vengeful Spirit,Spirit Breaker,False
Pudge,Invoker,Kunkka,Axe,Warlock,Pugna,Silencer,Shadow Fiend,Phantom Assassin,Necrophos,False
Phantom Assassin,Night Stalker,Chaos Knight,Lich,Zeus,Nyx Assassin,Crystal Maiden,Shadow Shaman,Lycan,Dark Seer,True
Nature's Prophet,Ember Spirit,Chen,Bloodseeker,Ogre Magi,Undying,Treant Protector,Puck,Shadow Demon,Lina,True
Death Prophet,Kunkka,Clinkz,Spirit Breaker,Anti-Mage,Centaur Warrunner,Venomancer,Tinker,Monkey King,Lion,True
Slark,Kunkka,Anti-Mage,Phantom Assassin,Faceless Void,Shadow Shaman,Storm Spirit,Sven,Necrophos,Monkey King,False
Winter Wyvern,Nature's Prophet,Shadow Fiend,Juggernaut,Terrorblade,Techies,Kunkka,Brewmaster,Pugna,Oracle,True
Treant Protector,Phoenix,Tinker,Earth Spirit,Bloodseeker,Huskar,Crystal Maiden,Terrorblade,Magnus,Slark,True
Terrorblade,Elder Titan,Ancient Apparition,Centaur Warrunner,Alchemist,Nature's Prophet,Tidehunter,Lina,Necrophos,Leshrac,True
Broodmother,Axe,Invoker,Meepo,Razor,Templar Assassin,Puck,Kunkka,Abaddon,Pudge,True
Templar Assassin,Nyx Assassin,Troll Warlord,Venomancer,Bristleback,Morphling,Wraith King,Lina,Skywrath Mage,Dragon Knight,True
Wraith King,Earthshaker,Mirana,Undying,Anti-Mage,Clinkz,Witch Doctor,Slark,Shadow Fiend,Lycan,False
Gyrocopter,Dark Seer,Necrophos,Pugna,Lina,Timbersaw,Clockwerk,Nature's Prophet,Faceless Void,Wraith King,False
Zeus,Drow Ranger,Crystal Maiden,Spirit Breaker,Riki,Viper,Legion Commander,Mirana,Dazzle,Huskar,False
Lion,Ancient Apparition,Crystal Maiden,Rubick,Jakiro,Clinkz,Anti-Mage,Kunkka,Venomancer,Beastmaster,False
Enigma,Shadow Shaman,Undying,Tidehunter,Nyx Assassin,Sven,Enchantress,Doom,Juggernaut,Treant Protector,True
Weaver,Bounty Hunter,Warlock,Pudge,Night Stalker,Huskar,Legion Commander,Beastmaster,Sniper,Abaddon,True
Viper,Phantom Assassin,Lion,Underlord,Slardar,Winter Wyvern,Kunkka,Chen,Undying,Juggernaut,False
Weaver,Drow Ranger,Magnus,Arc Warden,Chen,Crystal Maiden,Io,Tidehunter,Earth Spirit,Dazzle,True
Luna,Lich,Jakiro,Bloodseeker,Invoker,Earthshaker,Necrophos,Tiny,Meepo,Shadow Shaman,False
Chaos Knight,Magnus,Omniknight,Naga Siren,Wraith King,Centaur Warrunner,Medusa,Juggernaut,Templar Assassin,Abaddon,True
Razor,Lycan,Ursa,Windranger,Treant Protector,Venomancer,Axe,Sven,Pudge,Phantom Assassin,True
Sven,Axe,Phantom Lancer,Death Prophet,Slardar,Faceless Void,Dark Seer,Earth Spirit,Legion Commander,Morphling,True
Centaur Warrunner,Spirit Breaker,Faceless Void,Gyrocopter,Venomancer,Dragon Knight,Earthshaker,Skywrath Mage,Wraith King,Alchemist,True
Enigma,Shadow Demon,Nature's Prophet,Templar Assassin,Tusk,Tidehunter,Spectre,Visage,Windranger,Leshrac,True
Silencer,Legion Commander,Puck,Troll Warlord,Phantom Lancer,Templar Assassin,Luna,Naga Siren,Broodmother,Invoker,True
Skywrath Mage,Windranger,Lion,Storm Spirit,Winter Wyvern,Kunkka,Earth Spirit,Troll Warlord,Weaver,Legion Commander,False
Rubick,Riki,Dazzle,Brewmaster,Warlock,Abaddon,Shadow Fiend,Ember Spirit,Lina,Mirana,True
Huskar,Monkey King,Spectre,Sniper,Beastmaster,Necrophos,Elder Titan,Terrorblade,Outworld Devourer,Venomancer,False
Venomancer,Kunkka,Jakiro,Riki,Weaver,Oracle,Monkey King,Timbersaw,Troll Warlord,Lion,True
Sniper,Riki,Legion Commander,Keeper of the Light,Shadow Shaman,Invoker,Kunkka,Chaos Knight,Windranger,Terrorblade,False
